18445.2212615741	0	-54.518	7.003	0.031	0.602	-0.2759553	0.0579049
18445.3462615741	0	-54.515	7.063	0.030	0.613	-0.3219831	0.1062406
18445.4712615741	0	-54.512	7.123	0.029	0.622	-0.3668056	0.1539139
18445.5962615741	0	-54.509	7.185	0.029	0.635	-0.4115164	0.2023543
18445.7212615741	0	-54.506	7.249	0.031	0.667	-0.4473812	0.2425481
18445.8462615741	1	-54.535	7.353	-0.298	1.072	-0.4638267	0.2803330
18445.9712615741	1	-54.564	7.457	-0.298	1.072	-0.4844792	0.3225255
18446.0962615741	1	-54.593	7.561	-0.298	1.072	-0.5082318	0.3692015
18446.2212615741	1	-54.622	7.665	-0.297	1.072	-0.4776129	0.3921289
18446.3462615741	1	-54.651	7.769	-0.297	1.072	-0.4462304	0.4149810
18446.4712615741	1	-54.681	7.873	-0.297	1.072	-0.4127220	0.4363901
18446.5962615741	1	-54.710	7.977	-0.297	1.072	-0.3812982	0.4553989
18446.7212615741	0	-54.741	8.083	-0.322	1.093	-0.3503500	0.4772238
18446.8462615741	1	-54.773	8.189	-0.322	1.093	-0.3202588	0.5019236
18446.9712615741	1	-54.804	8.295	-0.322	1.093	-0.3046634	0.5205673
18447.0962615741	1	-54.836	8.401	-0.322	1.093	-0.2927816	0.5358089
18447.2212615741	1	-54.867	8.507	-0.322	1.093	-0.2821545	0.5531247
18447.3462615741	1	-54.899	8.613	-0.321	1.093	-0.2571515	0.5700933
18447.4712615741	1	-54.930	8.720	-0.321	1.093	-0.2223542	0.5879760
18447.5962615741	1	-54.927	8.826	0.035	1.095	-0.1900669	0.5931945
18447.7212615741	0	-54.915	8.933	0.127	1.106	-0.1603504	0.5924767
18447.8462615741	0	-54.902	9.040	0.123	1.106	-0.1306079	0.5902906
18447.9712615741	0	-54.891	9.149	0.120	1.118	-0.0965871	0.5895900
18448.0962615741	0	-54.879	9.259	0.116	1.133	-0.0630451	0.5767371
18448.2212615741	0	-54.868	9.370	0.113	1.142	-0.0284309	0.5571938
18448.3462615741	0	-54.857	9.481	0.110	1.147	0.0086515	0.5381918
18448.4712615741	0	-54.848	9.592	0.100	1.149	0.0367876	0.5113407
18448.5962615741	0	-54.824	9.702	0.237	1.126	0.0607106	0.4716650
18448.7212615741	0	-54.792	9.807	0.333	1.081	0.0901822	0.4318290
18448.8462615741	0	-54.757	9.909	0.348	1.053	0.1135743	0.3879899
18448.9712615741	0	-54.724	10.006	0.335	1.003	0.1270474	0.3423800
18449.0962615741	0	-54.693	10.101	0.321	0.974	0.1393945	0.3015964
18449.2212615741	0	-54.661	10.196	0.322	0.984	0.1511382	0.2614520
18449.3462615741	0	-54.630	10.293	0.318	0.996	0.1454681	0.2165651
18449.4712615741	0	-54.594	10.382	0.359	0.925	0.1406027	0.1760078
18449.5962615741	0	-54.559	10.463	0.360	0.826	0.1352893	0.1418680
18449.7212615741	0	-54.524	10.541	0.353	0.813	0.1233948	0.1151120
18449.8462615741	0	-54.493	10.620	0.308	0.811	0.0968051	0.0996506
18449.9712615741	0	-54.471	10.699	0.230	0.808	0.0675689	0.0894045
18450.0962615741	0	-54.452	10.776	0.187	0.802	0.0361258	0.0802979
18450.2212615741	0	-54.434	10.854	0.181	0.802	0.0037138	0.0734384
18450.3462615741	0	-54.417	10.932	0.173	0.801	-0.0252832	0.0733088
18450.4712615741	0	-54.402	11.010	0.153	0.806	-0.0544129	0.0746031
18450.5962615741	0	-54.400	11.094	0.024	0.869	-0.0851195	0.0778778
18450.7212615741	0	-54.397	11.178	0.032	0.864	-0.1154860	0.0818444
18450.8462615741	0	-54.393	11.262	0.040	0.860	-0.1448949	0.0869137
18450.9712615741	0	-54.392	11.346	0.012	0.870	-0.1744236	0.0923893
18451.0962615741	0	-54.394	11.432	-0.022	0.886	-0.1996880	0.1007448
18451.2212615741	0	-54.395	11.518	-0.011	0.883	-0.2207545	0.1085218
18451.3462615741	0	-54.393	11.602	0.020	0.873	-0.2315534	0.1109901
18451.4712615741	0	-54.399	11.688	-0.066	0.885	-0.2433452	0.1132277
18451.5962615741	0	-54.416	11.778	-0.168	0.923	-0.2570802	0.1151440
18451.7212615741	0	-54.417	11.863	-0.011	0.877	-0.2646728	0.1142537
18451.8462615741	0	-54.417	11.947	0.003	0.871	-0.2653924	0.1090845
18451.9712615741	0	-54.433	12.036	-0.164	0.917	-0.2682046	0.1031640
18452.0962615741	0	-54.450	12.125	-0.176	0.917	-0.2726555	0.0930653
18452.2212615741	0	-54.468	12.214	-0.179	0.916	-0.2703086	0.0764562
18452.3462615741	0	-54.485	12.303	-0.174	0.916	-0.2650547	0.0582272
18452.4712615741	0	-54.504	12.393	-0.188	0.930	-0.2604339	0.0406715
18452.5962615741	0	-54.523	12.481	-0.190	0.902	-0.2557912	0.0244300
18452.7212615741	0	-54.533	12.564	-0.097	0.854	-0.2409373	0.0104639
18452.8462615741	0	-54.536	12.642	-0.038	0.805	-0.2256595	-0.0032053
18452.9712615741	0	-54.539	12.715	-0.025	0.761	-0.2111477	-0.0160259
18453.0962615741	0	-54.543	12.787	-0.044	0.742	-0.2015019	-0.0271016
18453.2212615741	0	-54.547	12.860	-0.042	0.747	-0.1914804	-0.0306005
18453.3462615741	0	-54.549	12.932	-0.019	0.747	-0.1811622	-0.0324783
18453.4712615741	0	-54.548	13.005	0.011	0.752	-0.1705440	-0.0348475
18453.5962615741	0	-54.535	13.075	0.128	0.715	-0.1608339	-0.0392029
18453.7212615741	0	-54.523	13.143	0.122	0.708	-0.1523196	-0.0413869
18453.8462615741	0	-54.512	13.212	0.117	0.708	-0.1442083	-0.0367221
18453.9712615741	0	-54.499	13.282	0.122	0.725	-0.1365198	-0.0325455
18454.0962615741	0	-54.488	13.355	0.113	0.752	-0.1234967	-0.0274069
18454.2212615741	0	-54.477	13.429	0.118	0.759	-0.1093641	-0.0223225
18454.3462615741	0	-54.464	13.503	0.122	0.764	-0.0961406	-0.0141562
18454.4712615741	0	-54.446	13.577	0.187	0.758	-0.0837789	-0.0055934
18454.5962615741	0	-54.426	13.647	0.194	0.723	-0.0724363	0.0017450
18454.7212615741	0	-54.407	13.716	0.193	0.710	-0.0611223	0.0090370
18454.8462615741	0	-54.386	13.784	0.207	0.703	-0.0503042	0.0152565
18454.9712615741	0	-54.366	13.851	0.202	0.695	-0.0390274	0.0198661
18455.0962615741	0	-54.345	13.915	0.212	0.660	-0.0324100	0.0237883
18455.2212615741	0	-54.324	13.980	0.208	0.662	-0.0265362	0.0291013
18455.3462615741	0	-54.300	14.042	0.240	0.638	-0.0212352	0.0349447
18455.4712615741	0	-54.274	14.101	0.261	0.617	-0.0162580	0.0400996
18455.5962615741	0	-54.243	14.157	0.312	0.570	-0.0132161	0.0375782
18455.7212615741	0	-54.211	14.210	0.323	0.551	-0.0090628	0.0357067
18455.8462615741	0	-54.178	14.264	0.330	0.553	-0.0030634	0.0345857
18455.9712615741	0	-54.138	14.318	0.397	0.561	0.0044864	0.0335520
18456.0962615741	0	-54.097	14.371	0.405	0.548	0.0153416	0.0318323
18456.2212615741	0	-54.056	14.423	0.412	0.532	0.0278461	0.0302942
18456.3462615741	0	-54.013	14.470	0.431	0.488	0.0348980	0.0234721
18456.4712615741	1	-53.975	14.525	0.378	0.566	0.0429736	0.0196941
18456.5962615741	1	-53.937	14.580	0.378	0.566	0.0514814	0.0179046
18456.7212615741	0	-53.900	14.637	0.374	0.584	0.0614358	0.0169809
18456.8462615741	0	-53.865	14.693	0.348	0.579	0.0722561	0.0168326
18456.9712615741	0	-53.831	14.750	0.334	0.588	0.0827540	0.0171020
18457.0962615741	0	-53.798	14.810	0.330	0.614	0.0818033	0.0156923
18457.2212615741	0	-53.764	14.868	0.340	0.600	0.0816109	0.0146239
18457.3462615741	0	-53.726	14.923	0.378	0.567	0.0822023	0.0141027
18457.4712615741	1	-53.686	14.977	0.394	0.561	0.0834683	0.0139404
18457.5962615741	1	-53.647	15.032	0.394	0.561	0.0850465	0.0129991
18457.7212615741	0	-53.623	15.098	0.238	0.683	0.0823602	0.0104547
18457.8462615741	0	-53.603	15.166	0.202	0.703	0.0748002	0.0074442
18457.9712615741	0	-53.584	15.235	0.189	0.711	0.0671376	0.0044173
18458.0962615741	0	-53.565	15.305	0.180	0.716	0.0590991	0.0034933
18458.2212615741	0	-53.548	15.375	0.172	0.721	0.0508603	0.0032462
18458.3462615741	0	-53.537	15.444	0.106	0.716	0.0409093	0.0039365
18458.4712615741	0	-53.535	15.510	0.020	0.678	0.0308545	0.0047664
18458.5962615741	0	-53.527	15.573	0.087	0.653	0.0210993	0.0056235
18458.7212615741	0	-53.516	15.640	0.103	0.686	0.0104212	0.0064098
18458.8462615741	0	-53.504	15.708	0.118	0.702	-0.0007226	0.0071655
18458.9712615741	0	-53.494	15.779	0.098	0.731	-0.0125410	0.0093663
18459.0962615741	0	-53.487	15.842	0.070	0.655	-0.0210611	0.0102138
18459.2212615741	0	-53.480	15.906	0.073	0.653	-0.0295493	0.0109183
18459.3462615741	0	-53.472	15.969	0.079	0.652	-0.0383618	0.0118576
18459.4712615741	0	-53.462	16.033	0.101	0.662	-0.0477535	0.0130279
18459.5962615741	0	-53.449	16.099	0.130	0.673	-0.0559831	0.0142539
18459.7212615741	0	-53.431	16.165	0.174	0.690	-0.0648347	0.0158006
18459.8462615741	0	-53.414	16.233	0.165	0.694	-0.0744140	0.0177989
18459.9712615741	0	-53.399	16.300	0.153	0.696	-0.0842135	0.0201902
18460.0962615741	0	-53.384	16.368	0.148	0.698	-0.0944921	0.0225519
18460.2212615741	0	-53.369	16.436	0.144	0.699	-0.1026138	0.0257007
18460.3462615741	0	-53.356	16.504	0.136	0.704	-0.1106578	0.0290382
18460.4712615741	0	-53.345	16.574	0.105	0.720	-0.1188516	0.0326182
18460.5962615741	0	-53.342	16.645	0.032	0.735	-0.1269053	0.0361700
18460.7212615741	0	-53.350	16.716	-0.082	0.733	-0.1302882	0.0374387
18460.8462615741	1	-53.338	16.774	0.117	0.599	-0.1316692	0.0382474
18460.9712615741	1	-53.326	16.833	0.117	0.599	-0.1327038	0.0380641
18461.0962615741	1	-53.314	16.891	0.117	0.599	-0.1434521	0.0229448
18461.2212615741	1	-53.303	16.949	0.117	0.599	-0.1408807	0.0197170
18461.3462615741	1	-53.291	17.007	0.117	0.599	-0.1351623	0.0145272
18461.4712615741	1	-53.279	17.065	0.117	0.599	-0.1235827	0.0060224
18461.5962615741	1	-53.267	17.123	0.117	0.599	-0.1117897	-0.0024690
18461.7212615741	0	-53.251	17.181	0.158	0.596	-0.0993430	-0.0116821
18461.8462615741	1	-53.242	17.233	0.087	0.534	-0.0885733	-0.0189474
18461.9712615741	1	-53.233	17.284	0.087	0.534	-0.0778496	-0.0260958
18462.0962615741	1	-53.224	17.336	0.087	0.534	-0.0631239	-0.0350395
18462.2212615741	1	-53.216	17.388	0.087	0.534	-0.0467398	-0.0442560
18462.3462615741	1	-53.207	17.440	0.087	0.534	-0.0304003	-0.0534756
18462.4712615741	1	-53.198	17.491	0.087	0.534	-0.0144831	-0.0624077
18462.5962615741	1	-53.189	17.543	0.087	0.534	0.0014958	-0.0712703
18462.7212615741	0	-53.226	17.557	-0.358	0.142	0.0031669	-0.0693246
18462.8462615741	1	-53.210	17.610	0.152	0.548	0.0200219	-0.0792956
18462.9712615741	1	-53.195	17.663	0.152	0.548	0.0329924	-0.0873247
18463.0962615741	1	-53.179	17.717	0.152	0.548	0.0436216	-0.0936922
18463.2212615741	1	-53.164	17.770	0.152	0.548	0.0532391	-0.0991536
18463.3462615741	1	-53.148	17.823	0.152	0.548	0.0623840	-0.1042450
18463.4712615741	1	-53.133	17.876	0.152	0.548	0.0709221	-0.1087835
18463.5962615741	1	-53.117	17.929	0.152	0.548	0.0789853	-0.1129390
18463.7212615741	1	-53.102	17.983	0.152	0.548	0.0797352	-0.1150609
18463.8462615741	1	-53.086	18.036	0.152	0.548	0.0779247	-0.1163084
18463.9712615741	1	-53.071	18.089	0.152	0.548	0.0755651	-0.1170901
18464.0962615741	1	-53.055	18.142	0.152	0.548	0.0707506	-0.1163702
18464.2212615741	1	-53.040	18.195	0.152	0.548	0.0650441	-0.1151232
18464.3462615741	1	-53.024	18.249	0.152	0.548	0.0590247	-0.1137633
18464.4712615741	1	-53.009	18.302	0.152	0.548	0.0508549	-0.1107285
18464.5962615741	1	-52.993	18.355	0.152	0.548	0.0418397	-0.1066380
18464.7212615741	1	-52.978	18.408	0.152	0.548	0.0324572	-0.1017815
18464.8462615741	1	-52.962	18.461	0.152	0.548	0.0228567	-0.0968299
18464.9712615741	1	-52.947	18.515	0.152	0.548	0.0130391	-0.0919657
18465.0962615741	1	-52.931	18.568	0.151	0.548	0.0038905	-0.0887841
18465.2212615741	1	-52.916	18.621	0.151	0.548	-0.0023694	-0.0835932
18465.3462615741	1	-52.900	18.674	0.151	0.548	-0.0084264	-0.0778594
18465.4712615741	1	-52.885	18.727	0.151	0.548	-0.0145051	-0.0722276
18465.5962615741	1	-52.869	18.781	0.151	0.548	-0.0208598	-0.0663652
18465.7212615741	1	-52.854	18.834	0.151	0.548	-0.0271477	-0.0607282
18465.8462615741	1	-52.838	18.887	0.151	0.548	-0.0336552	-0.0549808
18465.9712615741	1	-52.823	18.940	0.151	0.548	-0.0356664	-0.0470707
18466.0962615741	1	-52.807	18.993	0.151	0.548	-0.0379648	-0.0377268
18466.2212615741	1	-52.792	19.047	0.151	0.548	-0.0402852	-0.0280917
18466.3462615741	1	-52.776	19.100	0.151	0.548	-0.0428137	-0.0185129
18466.4712615741	0	-52.780	19.171	-0.037	0.731	-0.0422196	-0.0092482
18466.5962615741	0	-52.784	19.244	-0.039	0.758	-0.0389484	0.0001856
18466.7212615741	0	-52.787	19.318	-0.036	0.763	-0.0334413	0.0099123
18466.8462615741	0	-52.791	19.393	-0.034	0.766	-0.0277078	0.0196144
18466.9712615741	0	-52.795	19.467	-0.040	0.768	-0.0220604	0.0291597
18467.0962615741	0	-52.800	19.542	-0.046	0.771	-0.0193497	0.0391676
18467.2212615741	0	-52.804	19.616	-0.042	0.766	-0.0208252	0.0489777
18467.3462615741	0	-52.811	19.694	-0.069	0.799	-0.0220353	0.0589105
18467.4712615741	0	-52.823	19.774	-0.110	0.826	-0.0229827	0.0683041
18467.5962615741	0	-52.833	19.855	-0.102	0.838	-0.0270605	0.0762375
18467.7212615741	0	-52.842	19.937	-0.086	0.848	-0.0390282	0.0787927
18467.8462615741	0	-52.850	20.020	-0.083	0.851	-0.0513526	0.0818505
18467.9712615741	0	-52.859	20.103	-0.080	0.854	-0.0638577	0.0850501
18468.0962615741	0	-52.859	20.185	-0.006	0.843	-0.0751698	0.0840112
18468.2212615741	0	-52.860	20.266	-0.006	0.843	-0.0869812	0.0771214
18468.3462615741	0	-52.860	20.346	-0.000	0.825	-0.0980437	0.0702109
18468.4712615741	0	-52.858	20.422	0.021	0.784	-0.1077467	0.0635054
18468.5962615741	0	-52.850	20.496	0.073	0.759	-0.1109228	0.0548485
18468.7212615741	0	-52.844	20.572	0.065	0.780	-0.1088565	0.0434165
18468.8462615741	0	-52.838	20.649	0.057	0.800	-0.1063754	0.0314287
18468.9712615741	0	-52.831	20.724	0.066	0.769	-0.1033677	0.0193250
18469.0962615741	0	-52.820	20.794	0.110	0.726	-0.0973595	0.0082560
18469.2212615741	0	-52.809	20.864	0.101	0.720	-0.0858840	0.0004501
18469.3462615741	0	-52.802	20.932	0.069	0.697	-0.0758004	-0.0067028
18469.4712615741	0	-52.798	20.997	0.038	0.667	-0.0668847	-0.0131624
18469.5962615741	1	-52.791	21.062	0.073	0.677	-0.0584004	-0.0192947
18469.7212615741	1	-52.783	21.128	0.073	0.677	-0.0500709	-0.0211987
18469.8462615741	1	-52.775	21.194	0.073	0.677	-0.0420433	-0.0210997
18469.9712615741	0	-52.766	21.261	0.092	0.690	-0.0343436	-0.0208902
18470.0962615741	0	-52.756	21.329	0.096	0.708	-0.0239003	-0.0196674
18470.2212615741	0	-52.747	21.397	0.084	0.697	-0.0128941	-0.0180905
18470.3462615741	0	-52.738	21.465	0.087	0.703	-0.0060159	-0.0151527
18470.4712615741	0	-52.747	21.527	-0.082	0.636	0.0009364	-0.0116148
18470.5962615741	1	-52.732	21.595	0.136	0.702	0.0063467	-0.0087733
18470.7212615741	1	-52.718	21.663	0.136	0.702	0.0111458	-0.0058526
18470.8462615741	1	-52.704	21.731	0.136	0.702	0.0133145	-0.0019077
18470.9712615741	0	-52.683	21.802	0.202	0.730	0.0111474	0.0034390
18471.0962615741	0	-52.660	21.873	0.222	0.731	0.0069538	0.0073861
18471.2212615741	0	-52.636	21.944	0.229	0.732	0.0023228	0.0109693
18471.3462615741	0	-52.611	22.015	0.233	0.732	-0.0023831	0.0141251
18471.4712615741	0	-52.587	22.085	0.231	0.718	-0.0068370	0.0193018
18471.5962615741	0	-52.564	22.153	0.219	0.704	-0.0111342	0.0233940
18471.7212615741	0	-52.542	22.221	0.216	0.704	-0.0154147	0.0266780
18471.8462615741	0	-52.519	22.289	0.219	0.701	-0.0198959	0.0290476
18471.9712615741	0	-52.496	22.357	0.219	0.696	-0.0236248	0.0308965
18472.0962615741	0	-52.473	22.424	0.215	0.692	-0.0283744	0.0335470
18472.2212615741	0	-52.451	22.491	0.213	0.689	-0.0334272	0.0360052
18472.3462615741	0	-52.435	22.561	0.151	0.722	-0.0378660	0.0386979
18472.4712615741	0	-52.428	22.633	0.068	0.747	-0.0414911	0.0419940
18472.5962615741	0	-52.418	22.704	0.095	0.723	-0.0451193	0.0421335
18472.7212615741	0	-52.410	22.773	0.073	0.715	-0.0482125	0.0424390
18472.8462615741	0	-52.401	22.841	0.091	0.703	-0.0510050	0.0425191
18472.9712615741	0	-52.397	22.912	0.038	0.735	-0.0534494	0.0433454
18473.0962615741	0	-52.392	22.984	0.039	0.734	-0.0573311	0.0421712
18473.2212615741	0	-52.388	23.055	0.039	0.733	-0.0616051	0.0399517
18473.3462615741	0	-52.384	23.126	0.040	0.732	-0.0655170	0.0377665
18473.4712615741	0	-52.381	23.195	0.025	0.709	-0.0690202	0.0357976
18473.5962615741	0	-52.381	23.259	-0.001	0.660	-0.0731175	0.0343057
18473.7212615741	0	-52.383	23.320	-0.012	0.636	-0.0800288	0.0329857
18473.8462615741	0	-52.384	23.382	-0.014	0.635	-0.0869506	0.0315042
18473.9712615741	0	-52.386	23.443	-0.015	0.634	-0.0937341	0.0301402
18474.0962615741	0	-52.388	23.505	-0.017	0.633	-0.0999246	0.0289162
18474.2212615741	0	-52.390	23.566	-0.018	0.632	-0.1067895	0.0289118
18474.3462615741	0	-52.392	23.627	-0.027	0.628	-0.1164197	0.0320541
18474.4712615741	1	-52.401	23.688	-0.077	0.625	-0.1259260	0.0356645
18474.5962615741	1	-52.409	23.748	-0.077	0.625	-0.1352169	0.0390451
18474.7212615741	0	-52.416	23.809	-0.069	0.628	-0.1446631	0.0422639
18474.8462615741	0	-52.418	23.874	-0.014	0.673	-0.1541521	0.0469758
18474.9712615741	0	-52.424	23.941	-0.062	0.690	-0.1613127	0.0567003
18475.0962615741	0	-52.433	24.009	-0.083	0.694	-0.1684955	0.0662015
18475.2212615741	0	-52.442	24.073	-0.080	0.665	-0.1750843	0.0749236
18475.3462615741	0	-52.449	24.124	-0.069	0.525	-0.1803706	0.0817142
18475.4712615741	1	-52.459	24.175	-0.098	0.519	-0.1809319	0.0887545
18475.5962615741	1	-52.459	24.263	0.004	0.917	-0.1669009	0.0996544
18475.7212615741	0	-52.468	24.339	-0.090	0.779	-0.1538539	0.1099853
18475.8462615741	0	-52.476	24.411	-0.072	0.746	-0.1416798	0.1197480
18475.9712615741	0	-52.483	24.483	-0.065	0.734	-0.1263005	0.1270148
18476.0962615741	0	-52.490	24.553	-0.061	0.725	-0.1037919	0.1272759
18476.2212615741	0	-52.496	24.622	-0.057	0.716	-0.0820824	0.1271903
18476.3462615741	0	-52.501	24.690	-0.051	0.702	-0.0607858	0.1269289
18476.4712615741	0	-52.499	24.755	0.022	0.661	-0.0402742	0.1255131
18476.5962615741	0	-52.482	24.817	0.152	0.646	-0.0260691	0.1148684
18476.7212615741	0	-52.472	24.881	0.095	0.657	-0.0123823	0.1034800
18476.8462615741	0	-52.462	24.944	0.097	0.653	0.0018412	0.0921043
18476.9712615741	0	-52.450	25.008	0.108	0.651	0.0173106	0.0801283
18477.0962615741	0	-52.441	25.070	0.087	0.645	0.0341231	0.0688003
18477.2212615741	0	-52.431	25.133	0.099	0.652	0.0370835	0.0522686
18477.3462615741	0	-52.422	25.196	0.075	0.644	0.0401390	0.0360379
18477.4712615741	0	-52.409	25.261	0.121	0.671	0.0442005	0.0187592
18477.5962615741	0	-52.392	25.324	0.160	0.647	0.0493894	0.0012639
18477.7212615741	0	-52.397	25.382	-0.040	0.597	0.0484043	-0.0109641
18477.8462615741	0	-52.403	25.439	-0.063	0.588	0.0399486	-0.0229656
18477.9712615741	0	-52.412	25.495	-0.076	0.583	0.0312252	-0.0341269
18478.0962615741	0	-52.421	25.551	-0.088	0.579	0.0218997	-0.0440963
18478.2212615741	0	-52.432	25.607	-0.103	0.573	0.0121724	-0.0533530
18478.3462615741	0	-52.447	25.661	-0.137	0.560	0.0022947	-0.0615164
18478.4712615741	0	-52.477	25.710	-0.283	0.503	-0.0064688	-0.0629304
18478.5962615741	1	-52.478	25.766	-0.003	0.579	-0.0103464	-0.0693553
18478.7212615741	1	-52.478	25.822	-0.003	0.579	-0.0141652	-0.0759042
18478.8462615741	1	-52.478	25.879	-0.003	0.579	-0.0181618	-0.0825293
18478.9712615741	1	-52.478	25.935	-0.003	0.579	-0.0221679	-0.0889845
18479.0962615741	1	-52.479	25.991	-0.003	0.579	-0.0245971	-0.0920954
18479.2212615741	1	-52.479	26.047	-0.003	0.579	-0.0222609	-0.0908427
18479.3462615741	1	-52.479	26.103	-0.003	0.579	-0.0200663	-0.0895034
18479.4712615741	1	-52.480	26.159	-0.003	0.579	-0.0180206	-0.0879188
18479.5962615741	1	-52.480	26.216	-0.003	0.579	-0.0160407	-0.0864103
18479.7212615741	1	-52.480	26.272	-0.003	0.579	-0.0141625	-0.0846782
18479.8462615741	1	-52.481	26.328	-0.003	0.579	-0.0092756	-0.0783315
18479.9712615741	1	-52.481	26.384	-0.003	0.579	-0.0045223	-0.0722012
18480.0962615741	1	-52.481	26.440	-0.003	0.579	0.0010048	-0.0696476
18480.2212615741	1	-52.482	26.496	-0.003	0.579	0.0065202	-0.0679162
18480.3462615741	1	-52.482	26.553	-0.003	0.579	0.0116744	-0.0661134
18480.4712615741	1	-52.482	26.609	-0.003	0.579	0.0138879	-0.0617482
18480.5962615741	1	-52.483	26.665	-0.003	0.579	0.0148900	-0.0561351
18480.7212615741	1	-52.483	26.721	-0.003	0.579	0.0154328	-0.0504777
18480.8462615741	1	-52.483	26.777	-0.003	0.579	0.0156249	-0.0446670
18480.9712615741	0	-52.469	26.836	0.130	0.606	0.0136645	-0.0394093
18481.0962615741	0	-52.455	26.895	0.130	0.606	0.0094969	-0.0323987
18481.2212615741	0	-52.441	26.954	0.130	0.606	0.0032461	-0.0256739
18481.3462615741	0	-52.427	27.012	0.130	0.606	-0.0026299	-0.0190744
18481.4712615741	0	-52.408	27.071	0.173	0.600	-0.0086887	-0.0127920
18481.5962615741	0	-52.386	27.129	0.200	0.597	-0.0144763	-0.0069321
18481.7212615741	0	-52.369	27.187	0.158	0.602	-0.0192968	-0.0031128
18481.8462615741	0	-52.354	27.247	0.136	0.619	-0.0231934	-0.0027550
18481.9712615741	0	-52.346	27.311	0.079	0.657	-0.0263563	-0.0018242
18482.0962615741	0	-52.341	27.377	0.040	0.686	-0.0324146	-0.0003791
18482.2212615741	0	-52.334	27.442	0.066	0.670	-0.0383490	0.0004459
18482.3462615741	0	-52.324	27.506	0.089	0.657	-0.0408977	-0.0029880
18482.4712615741	0	-52.301	27.565	0.208	0.611	-0.0411776	-0.0080743
18482.5962615741	0	-52.293	27.633	0.079	0.695	-0.0407168	-0.0137013
18482.7212615741	0	-52.315	27.703	-0.205	0.718	-0.0409661	-0.0195157
18482.8462615741	0	-52.333	27.769	-0.163	0.680	-0.0406616	-0.0258117
18482.9712615741	0	-52.346	27.832	-0.118	0.654	-0.0407564	-0.0313189
18483.0962615741	0	-52.356	27.893	-0.088	0.630	-0.0411669	-0.0256408
18483.2212615741	0	-52.364	27.953	-0.076	0.620	-0.0423718	-0.0169412
18483.3462615741	0	-52.371	28.013	-0.062	0.611	-0.0442605	-0.0086791
18483.4712615741	0	-52.373	28.070	-0.022	0.590	-0.0468156	0.0000828
